COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,PHILIPPINE ISLANDS,MINDANAO,8,125,10/23/1944,COTABATA AREA,
USA,BURMA,WANLING,21.01666667,98.06666667,12/11/1944,ARTILLERY PIECES,
USA,CHINA,LUCHAI,24.53333333,109.6333333,6/25/1945,BRIDGE,
USA,FORMOSA AND RYUKYU ISLANDS,KIIRUN,25.13333333,121.7333333,5/6/1945,TACTICAL TARGET,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,5/13/1943,AIRFIELD,
GREAT BRITAIN,ALBANIA,"""PARABOAR"," 5 MI. N BUZI""",40.54,20.03,3/1/1941,,
USA,MARIANAS ISLANDS,TINIAN,15.03333333,145.8333333,6/30/1944,RADIO INSTALLATIONS,
USA,JAPAN,ONAHAMA,36.93333333,140.9,4/11/1945,WAREHOUSE BUILDINGS,
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,9/1/1943,SAWMILL BUILDINGS,
USA,ITALY,ROME,41.9,12.47,1/29/1944,,637
USA,NEW GUINEA,KAMIRI,-0.95,134.8,5/28/1944,UNIDENTIFIED TARGET,
USA,FRENCH INDO CHINA,ITU ABA ISLE,10.38333333,114.35,5/1/1945,INSTALLATIONS,
USA,MARSHALL ISLANDS,BIGER ISLAND,8.366666667,171.05,12/30/1943,UNIDENTIFIED TARGET,
USA,KURILE ISLANDS,SHIMUSHIRO,50.58333333,155.9166667,11/5/1944,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,TOSHIEN,23.76666667,120.65,5/22/1945,AIRDROME,
USA,PHILIPPINE ISLANDS,MANKAYAN,16.83333333,120.8333333,6/20/1945,RIDGE,
USA,NEW GUINEA,FAK FAK,-2.916666667,132.25,12/6/1943,UNIDENTIFIED TARGET,
USA,CHINA,HENGYANG,26.93333333,112.5833333,7/27/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,AMAHAI,-3.35,128.926743,8/27/1944,AIRDROME,
USA,PHILIPPINE ISLANDS,CABALLO,14.33333333,120.5833333,2/28/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,6/20/1944,AA POSITIONS,
USA,SOLOMON ISLANDS,KIRINANI,-6.683333333,155.4833333,3/20/1944,BRIDGE,
USA,SOLOMON ISLANDS,BALLALE,-7,155.9,7/13/1943,AIRDROME,
USA,FORMOSA AND RYUKYU ISLANDS,KIIRUN,25.13333333,121.7333333,5/2/1945,HARBOR,
USA,CHINA,YUNCHENG,35.03333333,110.9833333,8/2/1945,MARSHALLING YARDS,
USA,NEW GUINEA,KAMIRIK,-0.95,134.8,6/30/1944,AIRDROME,
USA,CELEBES ISLANDS,BOELA,-3.166666667,130.4666667,10/15/1944,AIRDROME,
USA,BURMA,RANGOON,16.78333333,96.21666667,11/3/1944,MISCELLANEOUS TARGET,
USA,CHINA,TENGCHUNG,25.01666667,98.48333333,8/15/1944,UNIDENTIFIED TARGET,
USA,MARCUS ISLANDS,MARCUS ISLAND,24.2,153.75,3/26/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,SEPIK RIVER,-4,144.4166667,9/14/1943,UNIDENTIFIED TARGET,
USA,MARSHALL ISLANDS,EMIDJ ISLAND,6,169.7333333,4/3/1944,AMMO DUMP,
USA,BURMA,KYUNGON,19.03333333,96.36666667,8/6/1944,VILLAGE,
USA,CHINA,MANGSHIH,24.45,98.58333333,9/16/1944,PERSONNEL,
USA,FRENCH INDO CHINA,GIA LAM,21.03333333,105.8666667,11/27/1944,RAILROAD YARDS,
USA,CAROLINE ISLANDS,WOLEAI ISLAND,7.366666667,143.9166667,7/10/1944,AIRDROME,
USA,BORNEO,TARAKAN ISLAND,3.416666667,117.5833333,5/24/1945,PERSONNEL,
USA,JAPAN,KITA SHIOYA,33.86666667,135.1666667,6/25/1945,VILLAGE,
USA,NEW GUINEA,BABO,-2.583333333,133.4166667,7/23/1944,AIRDROME,
USA,BURMA,MYITSON,21.433333,96.466667,3/10/1945,GROUND SUPPORT,
USA,BURMA,CHAUNGDAUK,24.08333333,97.31666667,9/30/1944,UNIDENTIFIED TARGET,
USA,BURMA,KATHA,24.16666667,96.35,10/9/1944,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,KATO,22.41666667,120.5666667,5/12/1945,TOWN,
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,10/5/1944,STORAGE AREA,
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,5/19/1943,AIRFIELD,
NEW ZEALAND,NEW IRELAND,NEW IRELAND SWEEP,-2.733333333,150.85,12/14/1944,VARIOUS TARGETS,
USA,PHILIPPINE ISLANDS,MATINA,7.083333333,125.5833333,12/2/1944,AIRDROME,
USA,CHINA,FUKIRN,28,120.8333333,6/10/1945,TOWN,
USA,NEW GUINEA,SELE STRAITS,-1.25,131.0833333,7/22/1944,OIL TANKS,
USA,PHILIPPINE ISLANDS,INFANTA,14.75,121.6666667,4/13/1945,TOWN,
USA,BORNEO,TARAKAN ISLAND,3.416666667,117.5833333,4/20/1945,PERSONNEL,
USA,BURMA,PAGODA POINT,15.95,94.25,5/1/1943,LANDING GROUND,
USA,PHILIPPINE ISLANDS,NORZAGARAT,14.91666667,121.0833333,4/18/1945,GUN POSITIONS,
USA,BURMA,WAN LAI KAM,21.35,98.36666667,11/28/1944,HIGHWAY BRIDGE,
USA,CHINA,SIANGTAN,27.98333333,112.6666667,9/24/1944,TRUCKS,
USA,BURMA,SAHMAW,25.23333333,96.8,1/3/1944,SUPPLY DUMPS,
USA,KURILE ISLANDS,KATAOKA,50.71666667,156.1833333,3/29/1945,NAVAL BASE,
USA,JAPAN,OKAZAKI,34.96666667,137.1666667,7/19/1945,URBAN AREA,
USA,CHINA,HENGYANG,26.93333333,112.5833333,8/14/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,CELEBES ISLANDS,-2,120,11/30/1944,KENOARI AIRDROME,
USA,CELEBES ISLANDS,WAPERAN,3.133333333,126.95,2/5/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,SAPA MINOYAN,14.88333333,121.0833333,5/3/1945,UNIDENTIFIERD TARGET,
USA,JAPAN,SASEBO,33.16666667,129.7333333,4/20/1945,URBAN AREA,
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,9/30/1943,SUPPLY AREA,
USA,CHINA,MANGSHIH,24.45,98.58333333,8/4/1944,PERSONNEL,
USA,ITALY,COSENZA,39.27,16.25,5/26/1944,,810
USA,BURMA,KINU,22.75,95.66666667,11/5/1944,UNIDENTIFIED TARGET,
GREAT BRITAIN,BURMA,NABA,24.26666667,96.25,5/14/1944,RAIL STATION,
USA,PHILIPPINE ISLANDS,BAGUIO,16.41666667,120.5833333,3/12/1945,SUPPLY AREA,
USA,VOLCANO AND BONIN ISLANDS,VOLCANO ISLAND,30.3,121.95,11/27/1944,AIRFIELD,
USA,THAILAND OR SIAM,KOHGA,18.2,99.41666667,6/19/1944,AIRFIELD,
USA,BORNEO,TARAKAN ISLAND,3.416666667,117.5833333,3/17/1945,UNIDENTIFIED TARGET,
USA,BURMA,LASHIO,22.93333333,97.75,6/5/1944,BARRACKS,
USA,FORMOSA AND RYUKYU ISLANDS,1 50 N 129 0,1.833333333,129,6/16/1944,UNIDENTIFIED TARGET,
USA,SOLOMON ISLANDS,VILA,-8.133333333,157.15,8/31/1943,AIRDROME,
USA,PHILIPPINE ISLANDS,BAGABAG,16.58333333,121.25,4/18/1945,PONTOON BRIDGE,
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,3/27/1944,TROOP CONCENTRATION,
USA,BORNEO,BALAIT,4.516666667,114.4166667,12/13/1944,UNIDENTIFIED TARGET,
USA,VOLCANO AND BONIN ISLANDS,HAHA JIMA,26.65,142.15,4/16/1945,UNIDENTIFIED TARGET,
USA,MARSHALL ISLANDS,WOTJE ISLAND,9.5,170,12/26/1943,SHIPPING,
USA,CELEBES ISLANDS,HAROEKOE,-3.6,128.425082,10/23/1944,AIRDROME,
USA,ITALY,COSENZA,39.27,16.25,1/28/1944,,810
USA,CHINA,TUNGANHSIEN,26.18333333,111.25,7/25/1945,TACTICAL TARGET,
GREAT BRITAIN,CRETE,MALEME,35.53,23.83,5/31/1941,,
USA,SOLOMON ISLANDS,SATTELBERG,-6.116666667,155.2666667,10/24/1943,UNIDENTIFIED TARGET,
USA,CHINA,SAMAH,18.41666667,109.4666667,11/24/1944,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,TAIHOKU,25.03333333,121.5,5/26/1945,TOWN,
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,7/30/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,4/12/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,AMBUCLAO,16.5,120.75,8/7/1945,GROUND FORCES,
USA,ITALY,FERENTINO,41.68,13.28,12/30/1943,,20
USA,BORNEO,MANGGAR,-1.183333333,117,4/26/1945,RUNWAY,
USA,NEW GUINEA,BOGADJIM,-5.416666667,145.75,1/8/1944,SUPPLIES INSTALLS,
USA,BISMARK ARCHIPELAGO,NEW IRELAND,-2.733333333,150.85,3/13/1944,SHIPPING,
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,3/3/1944,DOCK,
USA,NEW GUINEA,PORT MORESRY,-9.416666667,147.1333333,1/26/1943,UNIDENTIFIED TARGET,
GREAT BRITAIN,IRAQ,KIRKUK,35.5,44.3,5/27/1941,,
USA,TUNISIA,ARRAM,33.59,10.31,2/24/1943,,800
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,5/27/1944,INSTALLATIONS,
USA,PHILIPPINE ISLANDS,MAPACAE,16.86666667,120.6666667,5/6/1945,UNIDENTIFIED TARGET,
USA,CHINA,SINSHIH,30.6,120.25,7/9/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,CHAROV,-3.333333333,142.7333333,6/16/1944,VILLAGES,
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,8/31/1944,DOCK,
USA,BORNEO,KUDAT,6.916666667,116.8333333,6/7/1945,BARRACKS,
USA,PHILIPPINE ISLANDS,CATABATO,7.166666667,124.25,3/7/1945,TOWN,
USA,BURMA,MYINGAN,20.83333333,95.83333333,2/16/1945,TOWN,
USA,PHILIPPINE ISLANDS,CONCEPTION,12,124.75,4/15/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,DAGUA,-3.416666667,143.3333333,5/9/1944,AIRDROME,
USA,JAPAN MINING,MAIZURU Z,35.45,135.3333333,7/19/1945,HARBOR AREA,
USA,PHILIPPINE ISLANDS,MALABANG,7.583333333,124.0833333,3/6/1945,SUPPLY AREA,
USA,VOLCANO AND BONIN ISLANDS,HAHA JIMA,26.65,142.15,2/10/1945,TOWN,
USA,FORMOSA AND RYUKYU ISLANDS,PAIYAPAI,22.9,121.1333333,6/20/1945,BRIDGE,
USA,PHILIPPINE ISLANDS,NASUGBU,14.08333333,120.6666667,2/15/1945,BEACH HEAD,
USA,NEW GUINEA,MAROENI,-1,134,8/25/1944,VILLAGE,
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,8/5/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,6/12/1944,SUPPLIES PERSONNEL,
USA,PHILIPPINE ISLANDS,PUERTA PRINCESA,9.75,118.75,2/27/1945,GUN POSITIONS,
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,6/13/1944,GUN POSITIONS,
USA,BURMA,TADA U,21.81666667,95.98333333,2/19/1945,HEADQUARTERS,
GREAT BRITAIN,LIBYA,AGEDABIA - AGHEILA ROAD,30.76,20.22,1/29/1942,,
USA,CHINA,LAIYANG,26.43333333,112.8333333,7/3/1944,AREA,
USA,CHINA,HENGYANG,26.93333333,112.5833333,5/14/1945,NWAY BRIDGE,
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,4/4/1944,UNIDENTIFIED TARGET,
USA,BURMA,SINGU,20.95,94.88333333,1/27/1945,GUN POSITIONS,
USA,NEW GUINEA,NAURO/ EFOGI,-9.233333333,147.6333333,9/15/1942,ENEMY CAMPS,
USA,CELEBES ISLANDS,BEO,4.25,126.8333333,3/19/1945,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,12/13/1943,AIRDROME,
USA,BURMA,NAMLIN,21.0833333,97.5666667,2/11/1945,GUN POSITION,
USA,JAPAN,SAKAI,34.56666667,135.4833333,7/9/1945,URBAN AREA,
USA,KURILE ISLANDS,KATAOKA,50.71666667,156.1833333,5/10/1945,SHIPPING,
USA,BISMARK ARCHIPELAGO,MATUPI,-4.25,152.2,4/21/1944,SUPPLY AREA,
USA,CHINA,CHANGESHA,28.2,112.9666667,7/25/1944,UNIDENTIFIED TARGET,
NEW ZEALAND,BISMARK ARCHIPELAGO,VUNAKANAU,-4.316666667,152.1833333,8/18/1944,AA POSITION,
USA,JAVA,PENFOEI,-10.16666667,123.6666667,5/19/1943,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,6/25/1944,RAPOPO AIRDROME,
USA,BURMA,MAWLU,24.46666667,96.18333333,11/9/1944,RIVER CROSSING,
USA,BURMA,SAHMAW,25.23333333,96.8,1/17/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,MAYABAY,16.91666667,120.9166667,7/13/1945,BUILDINGS,
USA,PHILIPPINE ISLANDS,CAMALIG,13.16666667,123.6666667,3/21/1945,GUN EMPLACEMENTS,
USA,FORMOSA AND RYUKYU ISLANDS,KOSHUN,22,120.7333333,4/26/1945,UNIDENTIFIED TARGET,
USA,BURMA,SHADUZUP,25.91666667,96.66666667,2/19/1944,SUPPLY STORES,
USA,CHINA,PRATAS ISLAND,20.33333333,115.2833333,5/20/1944,RADIO STATION,
USA,BURMA,MYITKYINA,25.38333333,97.4,7/14/1944,UNIDENTIFIED TARGET,
USA,BURMA,MAYMYO,22.03333333,96.46666667,9/15/1943,BARRACKS,
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,5/12/1945,HARBOR,
USA,JAPAN,NAGOYA,35.1,135.9166667,6/25/1945,AICHI AC FACT EITOKU,
USA,ITALY,NAPLES,40.84,14.28,4/4/1943,,710
USA,FORMOSA AND RYUKYU ISLANDS,25 01 N 121 1,25.01666667,121.25,4/8/1945,TOWN,
USA,BURMA,LOI LUN,23.75,97.73333333,11/13/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,TRING,-3.766666667,143.85,3/15/1943,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,GREEN ISLAND,10.25,119.5,12/21/1943,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,KENDARI,-4.066666667,122.6666667,1/14/1945,AIRDROME,
USA,CELEBES ISLANDS,LIANG,-3.516666667,128.3,9/26/1944,AIRDROME,
USA,BURMA,PAUNGDAWTHI,17.73333333,96.63333333,3/23/1945,RAILROAD BRIDGE,
USA,PHILIPPINE ISLANDS,MT AYAAS,14.76666667,121.2,5/12/1945,ARTILLERY,
USA,BURMA,PYINMANA,19.73333333,96.15,10/7/1944,BRIDGE,
USA,NEW GUINEA,LAE A/D,-6.74143,146.989626,12/28/1942,AIRFIELD,
USA,CHINA,CHINSIEN,23.798889,109.5325,6/4/1945,BRIDGE,
USA,PHILIPPINE ISLANDS,SANTA INES,14.75,121.3333333,8/4/1945,GROUND SUPPORT,
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,11/4/1944,AIRFIELD,
USA,NEW GUINEA,SAMATE,-1,131.0833333,9/8/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,MARIKINA RIVER,14.66666667,121.0833333,4/25/1945,AREA,
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,7/9/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,MADANG AREA / LAE A/D,-5.208836,145.788189,12/30/1942,HARBOR,
USA,CHINA,TAO HSIEN,25.66666667,111.5,10/30/1944,BRIDGE,
USA,NEW GUINEA,MOKMER,-1.166666667,136.1666667,5/25/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,BOKOD,16.5,120.8333333,8/7/1945,BUILDING,
USA,JAPAN,35 28 N 129 3,35.46666667,129.5,8/12/1945,SHIPPING,
USA,JAPAN,TOKYO,35.71666667,139.75,4/6/1945,MUSASHINO AC ENGINE,
USA,NEW GUINEA,SARMI,-1.833333333,138.75,8/18/1944,GROUND SUPPORT,
USA,NEW GUINEA,BEACH NEAR GONA,-8.580698,148.29965,7/22/1942,SUPPLY DUMP,
USA,BURMA,CHISHIDU,25.63333333,96.53333333,2/12/1944,UNIDENTIFIED TARGET,
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,6/5/1945,VARIOUS TARGETS,
USA,PHILIPPINE ISLANDS,ECHAGUE,16.75,121.6666667,2/6/1945,AREA,
USA,BURMA,MINDU,18.31666667,95.41666667,5/18/1943,OIL INSTALLATIONS,
USA,JAPAN,MAKURAZAKI,31.26666667,130.3,8/1/1945,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,KAIRATOE,-3.35,128.359038,10/11/1944,SUPPLY AREA,
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,2/20/1945,AIRDROME,
USA,CHINA,HONG KONG,22.2,114.2,12/24/1944,SHIPPING,
USA,JAPAN,NAGOYA,35.13333333,136.9,1/4/1945,URBAN AREA,
GREAT BRITAIN,BURMA,AKYAB TOWN (SE),20.132708,92.872628,5/5/1942,TOWN,
USA,JAPAN,FUKUSHIMA,33.21666667,130.5333333,7/20/1945,FUKUSHIMA LIGHT IND,
USA,NEW GUINEA,WOM,-3.5,143.5833333,6/24/1944,AREA,
USA,PHILIPPINE ISLANDS,DALUPIRI ISLAND,19.08333333,121.25,3/15/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,6/3/1944,UNIDENTIFIED TARGET,
USA,BURMA,SUMPRABUM,26.58333333,97.58333333,1/22/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,BABIANG,-3.3,142.8166667,5/17/1944,VILLAGE,
USA,FORMOSA AND RYUKYU ISLANDS,RATO,24.68333333,121.7666667,7/13/1945,CAMPHOR PLANT,
USA,KURILE ISLANDS,KUBARU SAKI,50,155.3833333,9/13/1944,AIRFIELD,
USA,BURMA,MYITKYINA,25.38333333,97.4,6/25/1944,UNIDENTIFIED TARGET,
USA,BURMA,HSAI HKAO,22.26666667,97,1/12/1945,PERSONNEL,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,2/10/1945,ANTI AIR CRAFT POSIT,
USA,FORMOSA AND RYUKYU ISLANDS,SHAROKU,24.23333333,121.55,6/3/1945,ALCOHOL PLANT,
USA,BURMA,MOHNYIN,24.78333333,96.36666667,7/17/1944,UNIDENTIFIED TARGET,
USA,JAVA,KELA,-8.6,120.8166667,7/8/1943,VILLAGE,
USA,CELEBES ISLANDS,PANIKIAN,0.666666667,124.05,2/8/1945,UNIDENTIFIED TARGET,
USA,BORNEO,LINKAS,3.3,117.6,4/23/1945,BUILDINGS,
USA,PHILIPPINE ISLANDS,ALEMINOZ,14.03333333,121.2166667,4/20/1945,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,BYORITSU,24.55,120.8166667,5/28/1945,REFINERY,
USA,PHILIPPINE ISLANDS,MASBATE,12.370285,123.630508,11/5/1944,AIRDROME,
USA,KURILE ISLANDS,PARAMUSHIRO,50.56666667,156.0333333,10/14/1944,UNIDENTIFIED TARGET,
USA,BURMA,TAGWIN,24.96666667,96.5,7/17/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,BOELLA,-3.166666667,130.4666667,7/29/1944,UNIDENTIFIED TARGET,
GREAT BRITAIN,IRAQ,RAMADI,33.42,43.3,5/25/1941,,
USA,FORMOSA AND RYUKYU ISLANDS,FORMOSA STRAITS,25,120,7/30/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,AMBUCLAO,16.5,120.75,7/31/1945,TACTICAL TARGET,
USA,CAROLINE ISLANDS,PONAPE ISLAND,7,158.4166667,4/28/1944,UNIDENTIFIED TARGET,
USA,FRENCH INDO CHINA,WAIGON,10.81666667,106.6833333,4/26/1945,INDUSTRIAL AREA,
USA,BURMA,MEIKTILA,20.91666667,95.83333333,7/14/1943,BARRACKS,
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/13/1945,DAM,
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,4/22/1944,HANSA BAY,
GREAT BRITAIN,LIBYA,DERNA,32.77,22.63,11/26/1941,,
USA,BURMA,AUCHE,25.71666667,96.85,4/6/1944,AREA,
USA,BORNEO,VICTORIA,5.283333333,115.2333333,5/9/1945,TOWN AREA,
USA,JAPAN,KYOTO,35.01666667,135.75,1/16/1945,URBAN AREA,
USA,PHILIPPINE ISLANDS,LUBANG ISLANDS,13.75,120.3333333,12/25/1944,AIRDROME,
USA,PHILIPPINE ISLANDS,BATAAN,13.66666667,121.4166667,3/15/1945,AMMUNITION DUMP,
USA,PHILIPPINE ISLANDS,LUZON,15,121,2/17/1945,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,SHINCHIKU,24.8,120.9666667,5/5/1945,AIRDROME,
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,4/20/1945,VARIOUS TARGETS,
USA,JAPAN,SAKAMOTO,37.928455,140.912685,4/25/1945,SAKAMOTO AIRFIELD,
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,8/12/1944,AIRDROME,
USA,NEW GUINEA,AMRON,-5.15,145.8,9/1/1943,MISSION,
USA,CHINA,NENGHU,22.4,101.6833333,10/25/1944,AREA,
USA,CHINA,SHANGHAI,31.23333333,121.5,7/17/1945,CHAING WAH AIRFIELD,
USA,INDONESIA,BALIKPAPAN,-1.263539,116.8279,1/30/1942,JAPANESE SHIPPING,
USA,JAPAN,NAGOYA,35.18333333,136.95,2/1/1945,MITSUBISHI AC ENG FT,
USA,ITALY,SEGNI,41.68,13.05,11/26/1943,,610
USA,EGYPT,MERSA MATRUH /  LG 104,31.33,27.2,10/27/1942,,810
USA,BURMA,KAWNAN,25.56666667,96.81666667,5/12/1943,TOWN,
USA,BURMA,RANGOON,16.769211,96.158739,1/28/1943,DOCKS,
USA,BURMA,KENGTUNG,21,99.5,12/27/1944,ROAD BRIDGE,
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,1/16/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,2/8/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,LEGASPI,13.16666667,123.75,1/12/1945,RAILROAD,
USA,BURMA,MEZA,24.15,96.03333333,11/29/1944,BRIDGE,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,3/12/1944,SUPPLIES PERSONNEL,
USA,JAPAN,KIKAI  SHIDA,28.3,129.9666667,7/31/1945,AIRFIELD,
USA,BISMARK ARCHIPELAGO,LAKUNAI,-4.233333333,152.2166667,5/28/1944,AIRDROME,
USA,PHILIPPINE ISLANDS,INAMPULUGAN ISL,10.5,122.6666667,3/22/1945,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,WATAMPONE,-4.55,120.3166667,7/11/1945,BUILDINGS,
GREAT BRITAIN,LIBYA,TRIPOLI,32.92,13.08,1/31/1941,,
USA,NEW GUINEA,SALAMAUA,-7.016666667,147.1166667,6/8/1943,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,BAGGAO,18.25,121.75,6/3/1945,GROUND INSTALLATIONS,
USA,PHILIPPINE ISLANDS,MT MANOALAGAN,10.66666667,123.25,4/27/1945,UNIDENTIFIED TARGET,
AUSTRALIA,NEW GUINEA,KOEPANG,-8.666666667,151.3333333,7/27/1942,AIRFIELD,
USA,FORMOSA AND RYUKYU ISLANDS,AMAMI O SHIMA,28.4,129.5,7/22/1945,RADAR,
USA,JAPAN,AKASHI,34.65,134.95,6/21/1945,KAWASAKI AC ENG PLAN,
USA,NEW GUINEA,MOM,-3.583333333,143.75,5/27/1944,UNIDENTIFIED TARGET,
USA,CHINA,PUCHOU,34.86666667,110.1166667,6/14/1945,AIDROME,
USA,CHINA,SOUTH CHINA SEA,15,115,11/15/1943,UNIDENTIFIED TARGET,
GREAT BRITAIN,BURMA,KALEWA,23.2,94.3,4/17/1944,,
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,7/3/1944,UNIDENTIFIED TARGET,
USA,BURMA,PINMEZALI,18.15,95.98333333,5/11/1945,TROOPS,
USA,BURMA,RANGOON RIVER,16.769211,96.158739,3/27/1943,MINING,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,10/16/1943,AIRFIELD,
USA,PHILIPPINE ISLANDS,BALAYAN BAY,14,121.1666667,2/10/1945,GUN POSITIONS,
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,3/24/1943,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,BORI,-9.916666667,147.75,6/26/1943,VILLAGE,
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,4/8/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,SAN JOSE,15.8,120.983333,1/23/1945,UNIDENTIFIED TARGET,
USA,SOLOMON ISLANDS,BUKA,-5.416666667,154.7,6/10/1944,SUPPLY AREA,
USA,PHILIPPINE ISLANDS,LUZON,15,121,8/11/1945,GROUND SUPPORT,
AUSTRALIA,NEW GUINEA,PENFOEI,-8.666666667,151.3333333,10/26/1942,AIRDROME,
USA,PHILIPPINE ISLANDS,BOHOL,9.833333333,123.8333333,4/10/1945,GROUND SUPPORT,
USA,FORMOSA AND RYUKYU ISLANDS,KEISHU,23.83333333,120.5,5/17/1945,UNIDENTIFIED TARGET,
USA,PALAU ISLANDS,YAP ISLAND,9.533333333,138.1333333,10/30/1944,DISPERSAL AREA,
USA,FRENCH INDO CHINA,PHULANG THUONG,21.26666667,106.2666667,11/26/1944,RAILROAD BRIDGE,
USA,PHILIPPINE ISLANDS,ORMOC,11,124.5833333,12/7/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,SAN AUGUSTIN,6.333333333,126.2333333,3/27/1945,BLDGS,
USA,BURMA,MAWLU,24.46666667,96.18333333,4/11/1944,GUN EMPLACEMENTS,
USA,UNKNOWN,LABOY,16.46666667,120.7,6/2/1945,AREA,
USA,CHINA,HSIACHI,33.28333333,111.5833333,6/22/1945,TACTICAL,
USA,CHINA,KWEILIN,25.23333333,110.2,10/30/1944,TANKS,
USA,MARSHALL ISLANDS,TAROA ISLAND,8.7,171.2166667,12/15/1943,UNIDENTIFIED TARGET,
USA,NEW GUINEA,UTAROM,-3.6166666,133.666666,7/29/1944,UNIDENTIFIED TARGET,
USA,JAVA,ENDEN,-8.866666667,121.6,1/8/1945,VILIAGE,
USA,PHILIPPINE ISLANDS,INFANTA,14.75,121.6666667,6/10/1945,TOWN,
USA,BORNEO,BRUNEI BAY,4.916666667,114.9166667,5/21/1945,TOWN,
